iter,clap,score,lead_cutoff_hz,lead_gain,pad_cutoff_slider,pad_gain,hihat_gain,bass_cutoff_g1,reverb_room,reverb_wet,sidechain_depth,gain_kick,gain_bass,gain_pluck,kick_decay_s,kick_pitch_floor,hihat_decay_s
2049,0.61171,0.61171,11484.16056,0.22568,0.89069,4.80899,2.58978,0.62535,0.68115,0.37837,0.4512,0.74923,0.1961,0.07652,0.49983,55.07071,0.00529
2050,0.6236,0.6236,11202.83116,0.22334,0.89708,4.8704,2.33548,0.60177,0.71439,0.3702,0.45661,0.78405,0.21649,0.07319,0.49987,55.23224,0.00509
2051,0.63144,0.63144,11161.88653,0.23759,0.89383,4.89646,2.60406,0.60912,0.6947,0.36712,0.43967,0.77616,0.22344,0.06871,0.49848,55.68193,0.00513
2052,0.63044,0.63044,11416.77428,0.22689,0.89277,4.77312,2.55552,0.64148,0.65631,0.36391,0.46038,0.77611,0.22793,0.07498,0.49942,55.61284,0.00527
2053,0.62006,0.62006,11432.9268,0.24623,0.89935,4.93853,2.48384,0.63975,0.65976,0.35345,0.46771,0.76401,0.20815,0.07215,0.49917,56.25124,0.00509
2054,0.64124,0.64124,10537.38839,0.25852,0.89628,4.9311,2.62143,0.62753,0.73601,0.38032,0.43184,0.77571,0.23139,0.0596,0.49826,55.36184,0.005
2055,0.63558,0.63558,11563.60456,0.24596,0.8992,4.94005,2.68338,0.62259,0.68569,0.37913,0.4424,0.78793,0.22983,0.06451,0.49947,55.79741,0.00508
2056,0.63198,0.63198,10929.57536,0.23035,0.89985,4.94053,2.61811,0.63191,0.68298,0.35942,0.45742,0.79624,0.2478,0.0728,0.49961,54.64511,0.00505
2057,0.60566,0.60566,10995.36259,0.24558,0.89814,4.87098,2.72037,0.62525,0.73835,0.37758,0.43698,0.77836,0.22697,0.06295,0.49948,54.70335,0.00501
2058,0.60686,0.60686,10542.71466,0.24728,0.89681,4.9182,2.62851,0.62057,0.73386,0.39001,0.43705,0.77807,0.22355,0.0572,0.49797,55.18019,0.00515
2059,0.64239,0.64239,10802.48671,0.24834,0.89999,4.89196,2.56736,0.621,0.74938,0.37523,0.45008,0.7896,0.2263,0.06117,0.49884,55.08598,0.00521
2060,0.63838,0.63838,10849.95727,0.27079,0.8972,4.92692,2.60952,0.65164,0.71902,0.36982,0.4307,0.79968,0.25108,0.05987,0.49985,55.15305,0.00528
2061,0.61034,0.61034,10745.80658,0.25034,0.89997,4.98559,2.50543,0.62257,0.7244,0.36949,0.44718,0.77967,0.23983,0.06234,0.49948,54.6513,0.00501
2062,0.61869,0.61869,10946.40974,0.26189,0.89952,4.93448,2.68189,0.64344,0.73159,0.38409,0.4274,0.79249,0.22211,0.06251,0.49176,54.09694,0.005
2063,0.61194,0.61194,10918.82236,0.25748,0.89983,4.95428,2.55721,0.62536,0.71143,0.37108,0.45868,0.78714,0.23617,0.06855,0.4934,56.35302,0.00501
2064,0.61518,0.61518,10770.3606,0.24701,0.89975,4.95446,2.68565,0.63176,0.69368,0.36442,0.44622,0.77577,0.22573,0.06627,0.4991,55.31403,0.00515
2065,0.60024,0.60024,10090.75045,0.28472,0.8987,4.96947,2.61773,0.61161,0.75834,0.37977,0.44901,0.79794,0.23034,0.06065,0.49529,55.46056,0.00577
2066,0.62112,0.62112,10399.09271,0.25785,0.89759,4.88235,2.60478,0.60461,0.74602,0.36818,0.45641,0.79686,0.20768,0.05988,0.49973,56.14912,0.00504
2067,0.6118,0.6118,10772.74953,0.25074,0.89939,4.89538,2.45915,0.63446,0.76835,0.38034,0.43779,0.79357,0.22971,0.05065,0.49998,54.13634,0.00522
2068,0.62183,0.62183,11026.50065,0.26309,0.8988,4.83977,2.57635,0.64017,0.72405,0.36595,0.43048,0.7973,0.25017,0.06084,0.49969,55.03176,0.00533
2069,0.62829,0.62829,11194.38898,0.25384,0.89941,4.86961,2.59367,0.64466,0.71975,0.3763,0.43705,0.79272,0.23748,0.05782,0.49996,54.37421,0.005
2070,0.62731,0.62731,10547.40569,0.25235,0.89886,4.87021,2.67599,0.61906,0.76847,0.37659,0.45414,0.79354,0.2141,0.0596,0.49984,54.97545,0.00518
2071,0.62793,0.62793,10403.32304,0.26221,0.9,4.98967,2.53899,0.62641,0.75584,0.36453,0.46284,0.79958,0.23523,0.0593,0.49964,55.53241,0.00533
2072,0.62284,0.62284,10687.32018,0.24889,0.89959,4.90874,2.52628,0.6248,0.76539,0.37387,0.44694,0.79876,0.23738,0.0573,0.49971,55.42817,0.00539
2073,0.63224,0.63224,10394.10335,0.27317,0.89741,4.87451,2.69543,0.64528,0.75259,0.39181,0.41951,0.79997,0.26625,0.05842,0.49831,55.81049,0.00509
2074,0.61091,0.61091,10437.01628,0.26771,0.89841,4.95772,2.6154,0.6252,0.74881,0.37339,0.44223,0.79625,0.23445,0.05761,0.49909,54.7317,0.00512
2075,0.62184,0.62184,11384.60369,0.23744,0.89653,4.90756,2.67271,0.64385,0.73112,0.3767,0.43084,0.79852,0.23535,0.06124,0.49998,53.73405,0.00501
2076,0.60037,0.60037,11143.06721,0.2573,0.89997,4.96102,2.65755,0.65001,0.73634,0.38341,0.45199,0.79851,0.23032,0.06207,0.49391,54.44397,0.00511
2077,0.6241,0.6241,10455.90346,0.26126,0.89788,4.92876,2.68634,0.61363,0.74357,0.36433,0.44525,0.79449,0.22213,0.05814,0.49987,54.74213,0.00502
2078,0.61776,0.61776,11688.63264,0.2548,0.89998,4.88545,2.42495,0.66029,0.70075,0.36395,0.4533,0.79708,0.21884,0.06407,0.49389,53.72342,0.00503
2079,0.62713,0.62713,11313.36696,0.26735,0.89943,4.90643,2.60853,0.63355,0.74668,0.37191,0.43838,0.79779,0.23109,0.04707,0.49977,54.43896,0.00535
2080,0.62317,0.62317,10730.98534,0.26071,0.89925,4.89843,2.50303,0.65509,0.72174,0.37336,0.46561,0.79988,0.22025,0.05995,0.49768,54.28445,0.00501
2081,0.60385,0.60385,10647.89277,0.27054,0.89803,4.81969,2.64854,0.64628,0.74121,0.38019,0.41731,0.79996,0.24368,0.0583,0.49675,54.92359,0.005
2082,0.61674,0.61674,10422.08535,0.26528,0.89924,4.94505,2.67264,0.62033,0.70485,0.37077,0.44098,0.77646,0.24295,0.05371,0.5,56.57868,0.00501
2083,0.60786,0.60786,11023.4877,0.27753,0.89576,4.99356,2.6321,0.64453,0.72909,0.38759,0.43714,0.79282,0.25671,0.06473,0.49438,54.29572,0.00524
2084,0.62326,0.62326,10626.71228,0.25342,0.89994,4.92414,2.72136,0.62894,0.71922,0.3685,0.43465,0.79272,0.23847,0.0608,0.49949,55.16271,0.005
2085,0.63383,0.63383,11496.77372,0.24807,0.89924,4.83537,2.64194,0.62424,0.71839,0.37192,0.41844,0.78891,0.22831,0.0727,0.49986,55.24265,0.00501
2086,0.61779,0.61779,10452.13255,0.28444,0.89431,4.88556,2.6687,0.64734,0.74542,0.37048,0.43318,0.79865,0.25925,0.04956,0.48301,55.84048,0.00541
2087,0.6202,0.6202,10297.09823,0.2649,0.89945,4.69676,2.64996,0.6354,0.75493,0.37949,0.4062,0.79887,0.24438,0.05085,0.49875,55.27772,0.005
2088,0.62541,0.62541,10818.81107,0.29055,0.89973,4.96969,2.71583,0.63647,0.76356,0.38313,0.42925,0.79818,0.21239,0.05309,0.5,53.94507,0.00523
2089,0.63388,0.63388,11347.30298,0.24693,0.8999,4.93496,2.59014,0.623,0.72463,0.38064,0.42928,0.79392,0.2146,0.07375,0.49814,54.73765,0.00504
2090,0.62769,0.62769,10569.7109,0.27181,0.9,4.83635,2.60284,0.61872,0.75751,0.35851,0.40933,0.79247,0.2346,0.06405,0.49828,55.80534,0.00502
2091,0.61957,0.61957,11196.18897,0.24907,0.89531,4.94576,2.78224,0.60975,0.72379,0.36657,0.42936,0.7761,0.20927,0.06766,0.49941,54.16757,0.00501
2092,0.61828,0.61828,10986.62809,0.2557,0.89883,4.85169,2.61026,0.63051,0.73444,0.37392,0.41225,0.79311,0.22171,0.05393,0.49987,54.82159,0.00506
2093,0.63452,0.63452,11163.1296,0.27386,0.89797,4.89064,2.6884,0.61573,0.71779,0.37689,0.42257,0.77719,0.21572,0.06279,0.49858,55.50276,0.00503
2094,0.62791,0.62791,10632.08662,0.26928,0.9,4.93381,2.67967,0.60186,0.76946,0.363,0.42683,0.79764,0.20549,0.063,0.49893,55.38905,0.00508
2095,0.6102,0.6102,11613.02441,0.25368,0.89771,4.85498,2.70098,0.63956,0.74485,0.38072,0.40469,0.79887,0.25011,0.06405,0.49994,54.21721,0.00543
2096,0.6214,0.6214,11821.58155,0.25572,0.89262,4.8602,2.6476,0.63293,0.73083,0.37581,0.40213,0.78265,0.21336,0.0516,0.49981,55.63284,0.005
2097,0.63476,0.63476,11208.18315,0.27346,0.89629,4.82386,2.73807,0.62512,0.69425,0.36172,0.41266,0.76331,0.20468,0.05683,0.49996,55.55083,0.00502
2098,0.63138,0.63138,10670.51134,0.27582,0.9,4.93612,2.71012,0.59889,0.7511,0.37407,0.43186,0.7903,0.18504,0.06482,0.49913,55.73103,0.00519
2099,0.62199,0.62199,10855.39783,0.27101,0.89601,4.96123,2.77999,0.63189,0.71409,0.37243,0.43916,0.78983,0.23916,0.06381,0.49904,56.11359,0.00503
2100,0.62314,0.62314,11583.12316,0.24022,0.89872,4.86337,2.65737,0.61415,0.71407,0.3808,0.42993,0.7812,0.2285,0.0716,0.49877,55.75801,0.00504
2101,0.62018,0.62018,10725.2678,0.26728,0.89651,4.89091,2.58969,0.60877,0.7167,0.36519,0.42515,0.78725,0.20428,0.06153,0.49965,55.21816,0.00501
2102,0.61423,0.61423,11585.86048,0.25713,0.89582,4.87768,2.62644,0.60706,0.72709,0.37253,0.43108,0.78284,0.21654,0.06421,0.49968,55.3324,0.00505
2103,0.63012,0.63012,11207.53666,0.25273,0.89999,4.89754,2.8371,0.60194,0.74181,0.36712,0.3997,0.7984,0.22848,0.06971,0.4967,55.42153,0.005
2104,0.62086,0.62086,10691.41697,0.27276,0.89871,4.76097,2.77611,0.59639,0.76013,0.38566,0.39707,0.79687,0.2256,0.07603,0.49999,56.13416,0.00506
2105,0.63622,0.63622,11714.83488,0.26639,0.89622,4.89148,2.69706,0.62238,0.66478,0.36197,0.42049,0.74865,0.19755,0.0581,0.49874,55.77075,0.00522
2106,0.61846,0.61846,11438.7707,0.25652,0.89789,4.85466,2.72134,0.60957,0.70904,0.36473,0.40039,0.77148,0.17953,0.07052,0.49984,54.37444,0.00523
2107,0.63987,0.63987,11268.72064,0.27132,0.89646,4.81198,2.8223,0.61459,0.71369,0.368,0.40143,0.78363,0.19609,0.05624,0.49997,55.05505,0.00512
2108,0.61749,0.61749,10839.44181,0.27728,0.89845,4.93784,2.81267,0.61065,0.70108,0.36326,0.42974,0.79382,0.18844,0.05864,0.49867,55.23982,0.00506
2109,0.6164,0.6164,10540.2814,0.2875,0.89918,4.89519,2.78512,0.61108,0.7427,0.37639,0.39865,0.7976,0.2132,0.06303,0.49859,55.68369,0.005
2110,0.6098,0.6098,11341.11751,0.25106,0.89059,4.80156,2.73309,0.61776,0.70919,0.36756,0.4059,0.77876,0.20226,0.05615,0.49585,54.88121,0.00511
2111,0.6184,0.6184,11035.92533,0.2722,0.89985,4.86836,2.70306,0.61428,0.74182,0.36203,0.4133,0.79153,0.19924,0.06494,0.49942,54.40031,0.00505
2112,0.62163,0.62163,11622.39636,0.25994,0.89081,4.83845,2.71702,0.6182,0.71095,0.35942,0.42704,0.78734,0.18664,0.06769,0.49987,55.8024,0.005
2113,0.62157,0.62157,11319.13703,0.26194,0.88977,4.85714,2.7727,0.62089,0.70047,0.36471,0.42334,0.77843,0.18567,0.05921,0.49989,55.51191,0.00508
2114,0.61823,0.61823,11445.32303,0.26747,0.89775,4.78699,2.69078,0.61283,0.70367,0.36757,0.42597,0.78468,0.18149,0.07069,0.49072,56.39529,0.0052
2115,0.62978,0.62978,11769.36773,0.25382,0.88675,4.88847,2.78752,0.614,0.68354,0.36892,0.42642,0.75333,0.182,0.05851,0.49805,55.27887,0.00539
2116,0.61706,0.61706,10598.30018,0.28049,0.89721,4.94166,2.87657,0.61094,0.7142,0.37953,0.42265,0.78559,0.20641,0.05937,0.49434,56.84788,0.00506
2117,0.61769,0.61769,10661.34567,0.28069,0.89945,4.9103,2.67711,0.62348,0.70634,0.36138,0.41802,0.76097,0.20743,0.05462,0.49999,55.24397,0.00535
2118,0.62729,0.62729,11833.27483,0.24436,0.89782,4.72718,2.60896,0.61344,0.69332,0.35545,0.4025,0.77055,0.21029,0.06206,0.49924,55.98591,0.00512
2119,0.61621,0.61621,11681.71531,0.26377,0.88991,4.83416,2.85123,0.60883,0.69127,0.36492,0.37939,0.7768,0.20721,0.06289,0.49374,56.35867,0.00548
2120,0.61853,0.61853,11258.82251,0.28919,0.87895,4.86526,2.85783,0.63035,0.66609,0.3493,0.39357,0.7664,0.18669,0.04765,0.49991,55.47047,0.00514
2121,0.60965,0.60965,11693.34613,0.24884,0.89432,4.88679,2.8208,0.61657,0.68688,0.36755,0.43116,0.77285,0.18594,0.05895,0.49893,56.35759,0.00563
2122,0.63183,0.63183,11867.29652,0.23372,0.88207,4.71314,2.83229,0.6126,0.67181,0.3595,0.40416,0.75175,0.17789,0.05163,0.49966,56.36059,0.00553
2123,0.62247,0.62247,11569.73514,0.26425,0.89657,4.79853,2.61316,0.62428,0.69593,0.36522,0.41563,0.78425,0.19542,0.05592,0.49741,55.98147,0.00518
2124,0.62291,0.62291,11976.74643,0.24985,0.89315,4.78271,2.73654,0.63081,0.68037,0.36011,0.4072,0.78179,0.17371,0.05719,0.49631,53.71032,0.0052
2125,0.6322,0.6322,11905.37897,0.25958,0.89765,4.90074,2.64902,0.63843,0.64732,0.35479,0.41042,0.77469,0.19854,0.05784,0.49487,54.75089,0.00544
2126,0.61715,0.61715,11797.67911,0.25629,0.8865,4.90556,2.73649,0.62536,0.63926,0.36072,0.42727,0.75048,0.19954,0.05988,0.49944,56.48893,0.0057
2127,0.62048,0.62048,11918.13687,0.262,0.89433,4.88496,2.81578,0.63305,0.68179,0.3618,0.4087,0.76998,0.18888,0.05722,0.49612,55.02813,0.00511
2128,0.61624,0.61624,11754.45242,0.24323,0.88843,4.75399,2.76674,0.60155,0.71282,0.36505,0.42236,0.76592,0.18685,0.05723,0.4993,55.66223,0.00504
2129,0.61302,0.61302,11956.02627,0.25383,0.88041,4.7029,2.77405,0.62588,0.66855,0.35238,0.39971,0.76817,0.17301,0.04488,0.49941,55.60889,0.00534
2130,0.62143,0.62143,11970.18443,0.24614,0.8826,4.77506,2.76905,0.62328,0.64001,0.35182,0.39545,0.75881,0.19219,0.05549,0.49793,54.79397,0.00577
2131,0.63433,0.63433,11968.41764,0.24095,0.88911,4.83579,2.64926,0.63337,0.66785,0.35331,0.40953,0.78218,0.17222,0.04967,0.49056,54.71011,0.0053
2132,0.62056,0.62056,11280.59745,0.27035,0.89573,4.84034,2.68825,0.63325,0.64519,0.35431,0.40645,0.7742,0.19225,0.05198,0.49999,55.52512,0.00539
2133,0.61,0.61,11968.5283,0.25927,0.89246,4.93816,2.72964,0.60968,0.64174,0.3395,0.42563,0.76339,0.16625,0.05694,0.49585,54.69681,0.0053
2134,0.62721,0.62721,11832.29384,0.25374,0.89753,4.74878,2.65957,0.6205,0.67129,0.35671,0.40309,0.77263,0.19467,0.06216,0.49293,55.43324,0.00545
2135,0.62133,0.62133,11912.05201,0.23522,0.89744,4.86269,2.68303,0.61801,0.68787,0.36679,0.40999,0.77056,0.19798,0.08231,0.49976,54.62293,0.00539
2136,0.62652,0.62652,11935.16183,0.24997,0.89324,4.79785,2.75884,0.62439,0.67297,0.36529,0.40319,0.78738,0.18076,0.06362,0.49713,54.5362,0.00533
2137,0.60255,0.60255,11639.11491,0.25941,0.89977,4.87752,2.61168,0.63509,0.69312,0.36028,0.4192,0.7988,0.21173,0.06059,0.4988,54.93669,0.0051
2138,0.61035,0.61035,11970.62941,0.25304,0.89761,4.88863,2.66204,0.65242,0.63008,0.35583,0.4162,0.77766,0.18522,0.06267,0.48479,54.08684,0.00523
2139,0.62193,0.62193,11858.59069,0.21467,0.88593,4.72325,2.59571,0.63231,0.62644,0.34341,0.42545,0.75085,0.18877,0.05536,0.47517,54.55714,0.00536
2140,0.63119,0.63119,11887.41998,0.23308,0.89324,4.83907,2.78491,0.62466,0.61483,0.35476,0.39209,0.75841,0.16408,0.05761,0.49166,55.33254,0.0054
2141,0.61112,0.61112,11986.8593,0.23398,0.88965,4.8983,2.63791,0.61597,0.66153,0.35354,0.42563,0.76767,0.16486,0.06529,0.47728,54.02359,0.00593
2142,0.61343,0.61343,11986.52063,0.25788,0.89377,4.72979,2.71246,0.63171,0.6787,0.35219,0.40059,0.77952,0.18022,0.05487,0.49866,55.07379,0.00543
2143,0.62727,0.62727,11985.14125,0.23874,0.89696,4.87908,2.64644,0.63049,0.62788,0.3383,0.40596,0.76479,0.1709,0.05405,0.48853,54.45299,0.00542
2144,0.61974,0.61974,11867.14366,0.24262,0.89857,4.64234,2.55071,0.61443,0.67911,0.33292,0.3946,0.79147,0.17149,0.05638,0.48655,54.19688,0.00533
2145,0.61546,0.61546,11974.46581,0.21914,0.89235,4.93019,2.66151,0.62199,0.62215,0.34821,0.41932,0.74958,0.15541,0.06542,0.48521,54.70602,0.00586
2146,0.61927,0.61927,11986.52044,0.2522,0.89779,4.85084,2.58836,0.6379,0.6765,0.3536,0.41146,0.78057,0.17366,0.04931,0.49559,54.61229,0.00506
2147,0.6267,0.6267,11982.0479,0.24811,0.88143,4.90169,2.69109,0.64897,0.57486,0.34065,0.39631,0.75484,0.1815,0.04835,0.47687,55.83807,0.00507
2148,0.62025,0.62025,11815.66634,0.22418,0.89412,4.68846,2.63002,0.6198,0.60054,0.33232,0.39377,0.74984,0.1657,0.05968,0.46822,55.44431,0.00552
2149,0.61107,0.61107,11911.62538,0.21835,0.89533,4.81688,2.73331,0.64427,0.59614,0.34718,0.40661,0.76729,0.17725,0.05769,0.47737,54.87444,0.00554
2150,0.62678,0.62678,11951.00853,0.23645,0.88716,4.88562,2.79938,0.61333,0.64624,0.36816,0.40298,0.74726,0.17199,0.05119,0.4939,55.94527,0.00526
2151,0.61069,0.61069,11927.14443,0.22284,0.88501,4.84955,2.60987,0.61464,0.59798,0.34423,0.41892,0.72587,0.1608,0.07178,0.49086,55.46597,0.00626
2152,0.59618,0.59618,11956.22608,0.22184,0.89281,4.95822,2.5558,0.62222,0.58315,0.34674,0.41873,0.71208,0.15904,0.06036,0.48894,54.70508,0.0069
2153,0.63401,0.63401,11858.10364,0.24655,0.86602,4.85853,2.88462,0.62153,0.613,0.35196,0.37281,0.73725,0.15783,0.05716,0.49022,55.23278,0.00533
2154,0.6167,0.6167,11863.10773,0.25491,0.89084,4.81075,2.66981,0.61693,0.63828,0.36034,0.38235,0.76178,0.18292,0.0373,0.47941,55.55826,0.00501
2155,0.62962,0.62962,11975.83476,0.25465,0.88748,4.8411,2.76719,0.60842,0.65867,0.34863,0.38331,0.76793,0.15565,0.05169,0.48092,55.51888,0.00515
2156,0.61463,0.61463,11788.60345,0.22722,0.8737,4.72935,2.82274,0.63393,0.56848,0.35264,0.40409,0.71047,0.16687,0.05337,0.48675,56.18712,0.00632
2157,0.62253,0.62253,11687.9657,0.22226,0.87342,4.75415,2.70522,0.63218,0.60056,0.33992,0.382,0.73418,0.1623,0.05039,0.48684,54.78188,0.00549
2158,0.62704,0.62704,11950.52856,0.24179,0.88483,4.97682,2.69245,0.63813,0.60573,0.35063,0.41863,0.73407,0.16114,0.04749,0.47422,56.10831,0.00503
2159,0.62432,0.62432,11984.78943,0.23204,0.88755,4.78593,2.67897,0.61391,0.64087,0.36082,0.38774,0.76155,0.19961,0.05623,0.47712,56.93682,0.00503
2160,0.61662,0.61662,11989.02927,0.23588,0.88721,4.98891,2.69812,0.61826,0.61499,0.35443,0.41438,0.75398,0.192,0.05925,0.47812,56.59963,0.00504
2161,0.64921,0.64921,11708.00397,0.22725,0.86454,4.83583,2.78162,0.62342,0.63234,0.3555,0.37651,0.73312,0.15185,0.04937,0.49393,55.12241,0.0058
2162,0.61919,0.61919,11813.65425,0.26454,0.83723,4.9306,2.90784,0.6223,0.62344,0.3491,0.36346,0.75893,0.16405,0.04335,0.49622,55.1917,0.00522
2163,0.62817,0.62817,11946.93983,0.24646,0.88294,4.64347,2.69037,0.64067,0.61271,0.34925,0.37469,0.75968,0.16324,0.04983,0.49444,55.33619,0.00522
2164,0.60556,0.60556,11788.93892,0.28018,0.88806,4.79995,2.86202,0.61272,0.67549,0.35465,0.39104,0.77093,0.15308,0.04167,0.49287,55.35724,0.00541
2165,0.63383,0.63383,11907.46518,0.27705,0.87545,4.89003,2.63691,0.635,0.63495,0.3551,0.37115,0.74172,0.17661,0.04852,0.47813,57.14499,0.00503
2166,0.63084,0.63084,11986.37214,0.27154,0.85941,4.79165,2.79355,0.62322,0.61624,0.34185,0.37057,0.7472,0.15003,0.0458,0.48184,55.81676,0.00542
2167,0.62923,0.62923,11510.66836,0.21619,0.86374,4.81833,2.78823,0.59088,0.6055,0.34241,0.40389,0.73067,0.15005,0.06387,0.47069,56.32686,0.00555
2168,0.62584,0.62584,11999.42579,0.24422,0.88119,4.86973,2.54276,0.61792,0.58987,0.32574,0.407,0.70995,0.15428,0.06504,0.44718,55.39437,0.00509
2169,0.61516,0.61516,11831.13153,0.24656,0.86003,4.8473,2.7293,0.61667,0.64522,0.34948,0.39034,0.71187,0.15021,0.05581,0.48423,56.2281,0.00576
2170,0.62524,0.62524,11981.05385,0.27215,0.89247,4.92141,2.82386,0.6339,0.62879,0.357,0.39203,0.77662,0.17583,0.04483,0.49605,55.85205,0.00557
2171,0.62488,0.62488,11909.31805,0.24276,0.85456,4.92869,2.73366,0.62063,0.65391,0.34468,0.3998,0.75767,0.15005,0.05055,0.49413,55.96031,0.00518
2172,0.62234,0.62234,11432.87276,0.21526,0.85995,4.59483,2.69076,0.63894,0.60795,0.34123,0.36401,0.73549,0.15671,0.05202,0.48889,56.19966,0.00543
2173,0.61389,0.61389,11694.54547,0.22921,0.87994,4.78088,2.66819,0.61614,0.66169,0.34686,0.40514,0.73967,0.15024,0.05452,0.46272,54.51377,0.00525
2174,0.63863,0.63863,11980.2274,0.26019,0.88482,4.92061,2.88351,0.62402,0.64686,0.36313,0.37388,0.74118,0.15654,0.04816,0.49452,55.69876,0.00587
2175,0.60929,0.60929,11992.93455,0.24063,0.85832,4.9189,2.61578,0.60942,0.59428,0.3591,0.37844,0.6907,0.15499,0.05704,0.47977,56.00693,0.00618
2176,0.60868,0.60868,11805.97382,0.21961,0.85854,4.7597,2.80213,0.63743,0.55908,0.34351,0.38585,0.7253,0.16474,0.04673,0.46911,58.13162,0.00577
2177,0.61093,0.61093,11811.51836,0.26168,0.89781,4.71234,2.76833,0.64316,0.69626,0.3677,0.39378,0.79451,0.20924,0.03869,0.49919,56.21638,0.00504
2178,0.62331,0.62331,11951.29115,0.25591,0.87991,4.99321,2.79667,0.61749,0.63272,0.3431,0.39235,0.73275,0.15604,0.04151,0.48723,55.43153,0.00606
2179,0.63048,0.63048,11936.26055,0.25417,0.88705,4.9083,2.6241,0.63315,0.6229,0.34195,0.37928,0.76689,0.17169,0.0463,0.48578,55.93238,0.00519
2180,0.61946,0.61946,11842.65367,0.26626,0.86597,4.89283,2.96899,0.6421,0.6003,0.34988,0.36195,0.76222,0.15005,0.03932,0.49197,55.72756,0.00633
2181,0.62446,0.62446,11755.11359,0.27463,0.88541,4.9187,2.73531,0.65308,0.63851,0.3513,0.39055,0.77477,0.17502,0.05108,0.4967,54.97477,0.00524
2182,0.62507,0.62507,11999.21555,0.24275,0.89348,4.95865,2.88892,0.62598,0.62165,0.36553,0.39243,0.74815,0.15919,0.05095,0.49699,55.12012,0.00624
2183,0.62337,0.62337,11903.59922,0.27452,0.87877,4.97669,2.78987,0.65326,0.61344,0.34687,0.37763,0.7854,0.15754,0.03672,0.48554,54.77164,0.00572
2184,0.60829,0.60829,11975.32418,0.24957,0.88459,4.88867,2.76041,0.61734,0.60618,0.34673,0.39777,0.74824,0.18148,0.05683,0.49425,56.51446,0.00542
2185,0.61494,0.61494,11288.25987,0.28034,0.89648,4.9067,2.66367,0.62414,0.65796,0.35479,0.36153,0.78673,0.1653,0.0405,0.49603,54.85417,0.00558
2186,0.61226,0.61226,11033.61252,0.27369,0.89461,4.91904,2.75383,0.60856,0.66548,0.33895,0.40531,0.74949,0.15914,0.04141,0.49273,56.17631,0.0054
2187,0.62204,0.62204,11664.8956,0.26843,0.87803,4.99579,2.78402,0.63273,0.61779,0.35275,0.38477,0.73599,0.16688,0.0441,0.48974,56.70457,0.00549
2188,0.6297,0.6297,11861.31399,0.26918,0.89752,4.93025,2.63846,0.64114,0.64549,0.34768,0.37157,0.78574,0.16137,0.05216,0.48556,55.69092,0.005
2189,0.63309,0.63309,11999.80538,0.26733,0.87144,4.98534,2.65592,0.66437,0.56596,0.33772,0.38088,0.743,0.16305,0.0351,0.48135,55.76838,0.00522
2190,0.639,0.639,11937.52416,0.25148,0.88168,4.9663,2.81278,0.6549,0.60046,0.35304,0.3814,0.77165,0.16432,0.03692,0.49443,55.29525,0.0051
2191,0.62388,0.62388,11986.54127,0.24958,0.89834,4.82372,2.78743,0.6613,0.62579,0.3621,0.36666,0.79754,0.16155,0.03901,0.4891,53.83593,0.0055
2192,0.61708,0.61708,10619.27536,0.26683,0.9,4.96042,2.80843,0.6222,0.6602,0.35549,0.38218,0.7832,0.20386,0.05404,0.49995,56.55927,0.00517
2193,0.62575,0.62575,11996.48709,0.25205,0.87611,4.98662,2.67616,0.65975,0.5842,0.33309,0.37373,0.78681,0.16477,0.04088,0.49249,54.80907,0.00508
2194,0.63214,0.63214,11994.9025,0.26172,0.88081,4.86201,2.86071,0.65291,0.6297,0.36339,0.34564,0.76906,0.15364,0.02084,0.49073,54.97086,0.00597
2195,0.61331,0.61331,11800.68119,0.2757,0.88213,4.99961,2.68504,0.66722,0.59517,0.35227,0.40057,0.75103,0.16595,0.02259,0.49237,54.88664,0.00501
2196,0.62145,0.62145,11915.01124,0.24462,0.88213,4.9712,2.84063,0.65561,0.61043,0.36381,0.38603,0.76133,0.15935,0.03402,0.4939,55.79682,0.00514
2197,0.62948,0.62948,11995.52581,0.25708,0.8861,4.99999,2.61571,0.65409,0.60843,0.36442,0.3848,0.78096,0.17177,0.04922,0.48353,54.39787,0.005
2198,0.62009,0.62009,11873.05919,0.2581,0.89243,4.99828,2.71712,0.65275,0.57733,0.34268,0.39852,0.74075,0.1735,0.04568,0.49444,55.68926,0.00517
2199,0.63019,0.63019,11845.50681,0.25761,0.88862,4.91554,2.77173,0.69277,0.59581,0.35942,0.361,0.78675,0.17607,0.04141,0.48973,55.70027,0.00503
2200,0.60407,0.60407,11991.95761,0.28948,0.89735,4.98038,2.71353,0.66968,0.61282,0.34518,0.35044,0.79191,0.16634,0.0291,0.49457,54.85366,0.0051
2201,0.62996,0.62996,11993.89932,0.2699,0.89648,4.86125,2.81906,0.66635,0.64072,0.36701,0.34932,0.78895,0.15492,0.01942,0.48313,54.2055,0.00547
2202,0.61838,0.61838,11995.25967,0.26163,0.89723,4.90454,2.78252,0.66487,0.65884,0.37301,0.35259,0.77866,0.15855,0.02517,0.48726,54.28822,0.00505
2203,0.62773,0.62773,11710.44088,0.24729,0.87223,4.94564,2.85401,0.66853,0.5968,0.36276,0.35375,0.76726,0.15642,0.0244,0.49871,54.54002,0.00556
2204,0.62546,0.62546,11704.69559,0.26133,0.88034,4.88525,2.81502,0.66797,0.59325,0.35842,0.3295,0.77281,0.15411,0.0239,0.4787,56.14339,0.0051
